latent,linear,ipw,iv,proximal
0.276078400271154,0.171563733130189,0.27667601648399,-0.750464189612814,0.322789295441599
0.313403811152811,0.249071656178555,0.296950669501244,-0.83477308222186,0.348553643313079
0.357351096370481,0.200238317190838,-0.0567566023061262,-0.887017052950255,0.346621536620609
0.342737341370673,0.258995247678797,0.339717336872931,-0.713417192033286,0.326472713583468
0.257224068419247,0.233421132295965,0.167583657638081,-0.841485041751106,0.266317103369591
0.324772097320751,0.221635575515599,0.47652382390015,-0.795019388375582,0.33655045943621
0.221710405153278,0.116432468615325,0.320947412200328,-0.886318498656487,0.249637364114827
0.328685641316837,0.269656843280241,0.27485233097149,-0.780910542412557,0.383899420401562
0.326014363019616,0.149198992563674,0.374131385714267,-0.869543376841695,0.337904378795581
0.284345849081175,0.203435642208163,0.307084848881323,-0.81682609947269,0.287172605156353
0.314374800077208,0.188263833097674,0.306110713882474,-0.828173050670552,0.331122794051153
0.332589470771891,0.232317094916133,0.108030641445301,-0.834236642197351,0.224110923301122
0.353625910021989,0.246396767143698,0.444631236170606,-0.759668962535104,0.404380707220496
0.264227268624277,0.128901111417402,0.372872824482315,-0.805985280761428,0.302679169340161
0.262239053811612,0.181705001399799,0.278168316319341,-0.838710739126878,0.278647545003289
0.299352402145734,0.253638907921313,0.364810041719001,-0.817968758143849,0.287749713855918
0.226386233290196,0.147457729997846,0.153356877935602,-0.792712925060875,0.292695381530899
0.327897742417223,0.299014812478618,0.165667664774072,-0.752902600876296,0.2377250805659
0.305314297506435,0.209231338762336,0.354505723648586,-0.937063118809541,0.154243642016982
0.301295307654314,0.156043712383388,0.153383407893854,-0.68600710123762,0.286981762703357
0.301540156822111,0.239173506669916,0.342757776934702,-0.784781246470067,0.192541661419497
0.358672513090532,0.272174531301525,0.436604743010884,-0.782755384989441,0.351909769076918
0.304416865819476,0.158435399728926,0.115230482116809,-0.683355550383265,0.290513388718269
0.325117687671375,0.281891125457774,0.367951882539174,-0.57513742451182,0.312035423283731
0.260376767143742,0.15552529339461,0.329642799682543,-0.843087281850329,0.258521305798465
0.310549436751948,0.197659775436297,0.131856079286939,-0.710838352039965,0.252607032666566
0.323373867384765,0.2520956306817,0.198937148107284,-0.80930567354849,0.331225184974075
0.288938984687701,0.145003949496464,0.273068083057816,-0.726346984599855,0.250959188981086
0.257772821496259,0.20184529256126,0.337840030357422,-0.751566729015663,0.244610802627025
0.313475477017609,0.155222532609648,0.236393553148676,-0.761791119020131,0.387917572315707
0.264358301118278,0.189783418325672,0.337772823757338,-0.686529912956568,0.258815861281566
0.318229420236985,0.276683513161543,0.289469839950631,-0.664087108066798,0.398219933960291
0.297032357359021,0.283255716733666,0.333532511236227,-0.766135621850227,0.365467244049931
0.280287745830937,0.179394745203018,0.087180046294254,-0.808078904358608,0.255737511925881
0.294190936193357,0.167594936460574,0.249088793462263,-0.697793663010716,0.439791545458826
0.286510152998384,0.107835541607155,0.266738989431741,-0.843656301808999,0.258201678287795
0.254358963798179,0.110172198841387,0.149565688035432,-0.929179130644132,0.239147904447081
0.303332605288063,0.160293502478705,0.123669982545183,-0.8170888821316,0.245159306669148
0.337256108709013,0.202787588736174,0.187190843037492,-0.79481633472629,0.310391592030262
0.3152334315625,0.195706276829289,0.277513339975628,-0.78177679668741,0.256979816104597
0.317229725337297,0.238578670684968,0.220487620126445,-0.722587768212269,0.302069367691429
0.296616002729564,0.23977859072133,0.314983763394681,-0.771586534103368,0.266401480010696
0.245880681794493,0.182440441404983,0.0840558556679706,-0.683175685838764,0.279677240719048
0.340860730437332,0.262000953936149,0.270394393248092,-0.841678145060273,0.334240164536115
0.251851447206663,0.12220136948937,0.269587025985891,-0.780254914458592,0.260733575058427
0.26734885958225,0.105822071723147,0.100242159810057,-0.769048070252437,0.252772803164108
0.319704921875989,0.256543850954366,0.214935496038582,-0.731783280285118,0.359364020064843
0.297313976438885,0.215642220936093,0.0410228715481742,-0.721643256579232,0.301160179088851
0.241101614031331,0.150285223055247,0.199057727885281,-0.680051998371349,0.220732447659369
0.314709797002552,0.304908191175954,0.40350682628858,-0.695830495277987,0.494108284594763
0.306728589140756,0.278573868503928,0.115935598058412,-0.660817930626242,0.294771142002653
0.258200130600422,0.153014732789596,0.212759042948379,-0.885726026713092,0.313135686250689
0.284352264108646,0.180820619900571,0.304133679804501,-0.825816171719972,0.335321790419094
0.326495721113073,0.249127014808754,0.460329287610812,-0.710387774621983,0.314237030744034
0.319452137130053,0.129787842577388,0.257264600375146,-0.681060120584674,0.281397077797241
0.289826611139116,0.182648896582061,0.301548339816531,-0.803477086058215,0.319700287995383
0.298897893776588,0.161498194531759,0.0714381033102973,-0.740519167481831,0.269637711269549
0.291460070742675,0.210571737388795,0.308088117842448,-0.759793043410415,0.334197880655345
0.322191867874031,0.234477539372052,0.303515134034991,-0.686870322297836,0.179509773993671
0.274529706489368,0.187847841839042,0.202062847946635,-0.766591115752142,0.251213412010004
0.270371115141698,0.152583232808672,0.134243715855234,-0.91797385285419,0.227892396621843
0.372069931387082,0.275524968120228,0.145689553840889,-0.65170157501104,0.350985200071416
0.283425065584718,0.170271358270657,0.389641765726437,-0.824044481456707,0.215899444531168
0.279571505404468,0.219203024323642,0.332374982869583,-0.756094696206087,0.281713881957127
0.313281746284542,0.230427818848882,0.386168072036097,-0.747581428448121,0.323669739820594
0.311841361832199,0.262401385628111,0.368996918309389,-0.725046557526775,0.281109291058508
0.291441141444114,0.155521112196443,0.214756883865357,-0.711803835303479,0.253346144751389
0.333567312106175,0.22617064687082,0.143240330836757,-0.845588114758085,0.356778867095658
0.329506045306265,0.31245010774159,0.144594083741393,-0.769241474908086,0.368412737780875
0.243643695320981,0.179877382594946,0.213512044313273,-0.771881209652509,0.160776328328595
0.291719353501809,0.189248885552965,0.19977706408971,-0.79318110993586,0.266311282607282
0.249258890482728,0.123561879193862,0.346197649050692,-0.810298654911588,0.276016959802215
0.269934188996071,0.195988663493686,0.199161068929223,-0.867367628774327,0.23864849550293
0.246458894784631,0.128584017707451,0.102868299365083,-0.817796237175381,0.243078503075041
0.245116254636471,0.16287840704946,0.218860666099238,-0.716775112166956,0.253973795852115
0.276822496025774,0.178490566468369,0.448683375375657,-0.722423119540569,0.24039718456945
0.37175169259804,0.24680140712551,0.213190549235347,-0.706972607805526,0.394300264891859
0.315736281611076,0.152130185398685,0.221427804629493,-0.872384890082144,0.305689224465979
0.367481010601418,0.270734243216464,0.2785967367605,-0.559314570176115,0.363889123840357
0.313854764960733,0.248441305137089,0.225414996713862,-0.729591354628142,0.390344971544126
0.313973450930176,0.178308587028071,0.560178553402231,-0.782250295549723,0.339734576710384
0.283102752927742,0.249549123089478,0.0496923239337268,-0.79497033155832,0.2433477525675
0.318275167386882,0.219041585204243,0.313002126163844,-0.714379277074095,0.28236462592823
0.286926636662871,0.241618485618005,0.16309281748981,-0.684450590523765,0.198531679114256
0.266836907760169,0.156005211225297,0.213787489123521,-0.657777070904321,0.242204781032897
0.354508615756719,0.295730646406256,0.228910368738702,-0.741938315720966,0.398354147119391
0.261999172696837,0.166620728139423,0.0933155579294233,-0.720114268523135,0.22432427002671
0.336300909625868,0.285306794656912,0.26149213948557,-0.72305672473895,0.305036442307062
0.390767117025242,0.239822626955077,0.313710314086275,-0.723526380474623,0.347821802961564
0.325668323534311,0.24967056816374,-0.0121935249566092,-0.730917942692328,0.391117232880398
0.32017126870755,0.25232044956381,0.183824175478124,-0.664783734846551,0.301947316576307
0.282055494418442,0.258716561572044,0.021784732707911,-0.751454825755343,0.161921115573962
0.344801213995376,0.291778721546764,0.285197572509537,-0.651926729978032,0.310907125844328
0.322552737138749,0.17205561081167,0.176412002371995,-0.811768575131791,0.344983386280981
0.332098491187988,0.259935198927265,0.21253900283521,-0.796356042013074,0.341387065607641
0.313023254315561,0.237075443064543,-0.241351158158247,-0.691396754458069,0.320356092069666
0.283967039971159,0.197718741129142,0.305434101441041,-0.894265432518734,0.251600659784761
0.308442669558726,0.173049481122325,0.512819347446826,-0.804896040860917,0.307875551547447
0.298857436962532,0.220358187269913,0.179761086014956,-0.824844042648991,0.325957347830366
0.279704138092152,0.172757646542472,0.289433369088241,-0.732910091781403,0.170770525488647
0.364285284159814,0.30252119485175,0.536982555663398,-0.591984400113463,0.388192336998425
0.282837616904994,0.153521115073895,0.280402735800719,-0.944932543860026,0.269644732146013
0.290856076904073,0.1657565086385,0.162274735349668,-0.643326457491451,0.303949824664292
0.318767521957078,0.319725897630869,0.385457800510673,-0.697564747828934,0.372344533682292
0.28168106479835,0.19466996788416,0.190537514036244,-0.852461189845363,0.289221600460822
0.315110734452123,0.181902278636601,0.262932947182472,-0.761791876445976,0.292838795615304
0.272330734770424,0.187454491701588,0.330085254281419,-0.812932624049651,0.250873998287875
0.316528091266489,0.280575419457058,0.236707560127342,-0.700768887055551,0.313433171086647
0.317020243703257,0.243606740139615,0.278295634352995,-0.806180402473892,0.332099627655159
0.325597757237529,0.242107147183222,0.451018453556319,-0.690421402814703,0.333682422764583
